,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Change,Gain,Loss,bol_middle_band,bol_upper_band,bol_lower_band,rsi,ema10,momemntum,rate of change,ema14
26,26,26,26,2017-04-25,33.968513090491875,34.20219035670044,33.95906947470891,34.1148567199707,75486000,0.0,0.0,0.21007537841796875,0.21007537841796875,0.0,33.744747161865234,34.31745956529002,33.17203475844045,48.82132645820071,33.65705467469044,0.6845130920410156,3311.4856719970703,33.65705467469044
27,27,27,27,2017-04-26,34.100692483414505,34.13137883001015,33.843409797650054,33.91421890258789,80164800,0.0,0.0,-0.2006378173828125,0.0,0.2006378173828125,33.743330574035646,34.31419613532489,33.1724650127464,48.34623239054667,33.691343238410106,0.4437446594238281,3291.421890258789,33.691343238410106
28,28,28,28,2017-04-27,33.970879531666554,34.02753043354917,33.82689497418921,33.94019317626953,56985200,0.0,0.0,0.025974273681640625,0.025974273681640625,0.0,33.739436340332034,34.303705342209824,33.175167338454244,50.64813487005883,33.724523230124696,0.6467514038085938,3294.019317626953,33.724523230124696
29,29,29,29,2017-04-28,34.01099698316644,34.06056695952366,33.817446088778524,33.90713882446289,83441600,0.0,0.0,-0.033054351806640625,0.0,0.033054351806640625,33.736131858825686,34.295587243240284,33.17667647441109,51.57352610620993,33.748871976036455,0.42958831787109375,3290.713882446289,33.748871976036455
30,30,30,30,2017-05-01,34.24940902532679,34.74509091619571,34.21636356593553,34.59874725341797,134411600,0.0,0.0,0.6916084289550781,0.6916084289550781,0.0,33.7705940246582,34.44332029431353,33.09786775500287,63.52089137918219,33.86218867968732,1.2699012756347656,3359.874725341797,33.86218867968732
31,31,31,31,2017-05-02,34.82533347401179,34.95515616996409,34.66010622538336,34.81825256347656,181408800,0.0,0.0,0.21950531005859375,0.21950531005859375,0.0,33.81555938720703,34.62910445540706,33.002014319007,74.49961348154812,33.98966386419256,1.6121482849121094,3381.8252563476562,33.98966386419256
32,32,32,32,2017-05-03,34.36506465469539,34.81354284075117,34.05349371017184,34.71204376220703,182788000,0.0,0.0,-0.10620880126953125,0.0,0.10620880126953125,33.842586517333984,34.73465261196266,32.95052042270531,71.41678335667133,34.08598118392782,1.0905075073242188,3371.204376220703,34.08598118392782
33,33,33,33,2017-05-04,34.58458547643437,34.73092913941618,34.41699547391894,34.586944580078125,93487600,0.0,0.0,-0.12509918212890625,0.0,0.12509918212890625,33.87220993041992,34.820680063480374,32.92373979735947,72.71968310208327,34.15277630341453,1.0055389404296875,3358.6944580078125,34.15277630341453
34,34,34,34,2017-05-05,34.641224026303654,35.165233037638565,34.641224026303654,35.16051483154297,109310800,0.0,0.0,0.5735702514648438,0.5735702514648438,0.0,33.93476047515869,35.0388766851967,32.83064426512068,76.0028243759202,34.287141440498324,1.2557334899902344,3416.051483154297,34.287141440498324
35,35,35,35,2017-05-08,35.17704351982925,36.27934996935015,35.17704351982925,36.11648178100586,195009600,0.0,0.0,0.9559669494628906,0.9559669494628906,0.0,34.048886108398435,35.507225185440014,32.590547031356856,84.47159671983908,34.53105348589933,2.0016250610351562,3511.648178100586,34.53105348589933
36,36,36,36,2017-05-09,36.31946252393455,36.55786515599733,36.220326186499086,36.3477897644043,156521600,0.0,0.0,0.2313079833984375,0.2313079833984375,0.0,34.1765832901001,35.94186624583766,32.41130033436254,87.833882147136,34.773284989699995,2.4335708618164062,3534.7789764404297,34.773284989699995
37,37,37,37,2017-05-10,36.26283623535012,36.33600807902232,35.904054329098614,36.17549896240234,103222800,0.0,0.0,-0.17229080200196023,0.0,0.17229080200196023,34.31384105682373,36.24654055297917,32.3811415606683,82.66934720446568,34.960246852726975,2.2353057861328054,3517.5498962402335,34.960246852726975
38,38,38,38,2017-05-11,36.13282091774671,36.51678645380326,36.09963906811716,36.48834228515625,109020400,0.1575,0.0,0.31284332275391336,0.31284332275391336,0.0,34.46473445892334,36.575537188222846,32.35393172962383,84.7593417019412,35.16399291038421,2.5812034606933594,3548.834228515625,35.16399291038421
39,39,39,39,2017-05-12,36.66609135287266,37.073756014342905,36.65898121710102,36.9979133605957,130108000,0.0,0.0,0.5095710754394531,0.5095710754394531,0.0,34.64995803833008,36.96011269735571,32.33980337930444,85.40905001877766,35.40851563707908,2.3991661071777344,3599.7913360595703,35.40851563707908
40,40,40,40,2017-05-15,36.97658815036708,37.12827711056686,36.74905651834244,36.903114318847656,104038800,0.0,0.0,-0.09479904174804688,0.0,0.09479904174804688,34.82123622894287,37.26392442632665,32.37854803155909,82.7842271502783,35.607795461314886,2.0848617553710938,3590.3114318847656,35.607795461314886
41,41,41,41,2017-05-16,36.959995445111225,36.98843599221428,36.67083782773104,36.84859848022461,80194000,0.0,0.0,-0.054515838623046875,0.0,0.054515838623046875,34.99722385406494,37.49165752510957,32.502790183020316,85.73007842474203,35.773235863836184,2.136554718017578,3584.859848022461,35.773235863836184
42,42,42,42,2017-05-17,36.405396101362506,36.63530025015989,35.483410665250155,35.61139678955078,203070800,0.0,0.0,-1.2372016906738281,0.0,1.2372016906738281,35.11748847961426,37.48208850818657,32.75288845104195,65.71405820244738,35.75165732059813,1.0244522094726562,3461.139678955078,35.75165732059813
43,43,43,43,2017-05-18,35.8531464244789,36.34376403883214,35.81996457431274,36.15415191650391,134272800,0.0,0.0,0.5427551269531321,0.5427551269531321,0.0,35.244119262695314,37.544402397199846,32.94383612819078,69.28023922852988,35.8053232667189,0.9936370849609446,3515.4151916503915,35.8053232667189
44,44,44,44,2017-05-19,36.3532472673317,36.49545364914233,36.17548657765556,36.27740097045898,107843200,0.0,0.0,0.12324905395506391,0.12324905395506391,0.0,35.37891902923584,37.586795469317444,33.17104258915423,65.96016930403266,35.86826696055091,0.1609191894531179,3527.7400970458975,35.86826696055091
45,45,45,45,2017-05-22,36.50019064815319,36.63765933263224,36.241846010888274,36.49782180786133,91865600,0.0,0.0,0.22042083740235086,0.22042083740235086,0.0,35.50857105255127,37.65810569826596,33.35903640683657,65.96609431943861,35.95220760685897,0.15003204345703125,3549.782180786133,35.95220760685897
46,46,46,46,2017-05-23,36.713495105816655,36.713495105816655,36.3366434268655,36.452781677246094,79675600,0.0,0.0,-0.045040130615234375,0.0,0.045040130615234375,35.62546730041504,37.71179416174549,33.53914043908459,66.74227136976344,36.01895081624392,0.2772827148437571,3545.2781677246094,36.01895081624392
47,47,47,47,2017-05-24,36.46227238715336,36.54048752585986,36.18496614076698,36.34376525878906,76712000,0.0,0.0,-0.10901641845703125,0.0,0.10901641845703125,35.7469446182251,37.69766778539196,33.796221451058244,66.94938958054544,36.06225940858327,-0.1445770263671875,3534.3765258789062,36.06225940858327
48,48,48,48,2017-05-25,36.436205199042725,36.58315651571782,36.27029592203956,36.46938705444336,76942400,0.0,0.0,0.12562179565429688,0.12562179565429688,0.0,35.873404312133786,37.658386766221575,34.088421858046,63.822415878215836,36.11654309469795,-0.5285263061523438,3546.938705444336,36.11654309469795
49,49,49,49,2017-05-26,36.50020368561193,36.55708842188565,36.3366632333074,36.40776824951172,87710400,0.0,0.0,-0.061618804931640625,0.0,0.061618804931640625,35.99843578338623,37.54729844701357,34.44957311975889,53.7925437494226,36.155373115339785,-0.4953460693359375,3540.776824951172,36.155373115339785
50,50,50,50,2017-05-30,36.36272824504086,36.60211135167222,36.3413978290793,36.42198181152344,80507600,0.0,0.0,0.01421356201171875,0.01421356201171875,0.0,36.0895975112915,37.50576337805446,34.67343164452854,51.02385898341632,36.19092094149761,-0.4266166687011719,3542.1981811523438,36.19092094149761
51,51,51,51,2017-05-31,36.49308384313369,36.540485969149856,36.11623205896214,36.20629501342773,97804800,0.0,0.0,-0.21568679809571023,0.0,0.21568679809571023,36.158999633789065,37.44818512175037,34.86981414582776,50.41995911211915,36.19297081775496,0.594898223876946,3520.6295013427725,36.19297081775496
52,52,52,52,2017-06-01,36.30346688368452,36.341390026062896,36.07830410270655,36.30583572387695,65616400,0.0,0.0,0.09954071044922586,0.09954071044922586,0.0,36.238689231872556,37.342028920055974,35.13534954368914,47.35746739294936,36.20801947190456,0.15168380737303977,3530.5835723876953,36.208019471904564
53,53,53,53,2017-06-02,36.400641413077054,36.84385681152344,36.23710103578623,36.84385681152344,111082800,0.0,0.0,0.5380210876464844,0.5380210876464844,0.0,36.351534843444824,37.18116499665353,35.52190469023612,47.7876251633876,36.29279778385375,0.5664558410644602,3584.3856811523438,36.29279778385375
54,54,54,54,2017-06-05,36.580777323863806,36.60684903520394,36.37220724969303,36.48360061645508,101326800,0.0,0.0,-0.3602561950683594,0.0,0.3602561950683594,36.41768913269043,37.04002657131457,35.795351694066284,44.40224168910564,36.31823816153393,-0.01422119140625,3548.360061645508,36.31823816153393
55,55,55,55,2017-06-06,36.47648350922154,36.92918149392936,36.44804296284815,36.606842041015625,106499600,0.0,0.0,0.12324142456054688,0.12324142456054688,0.0,36.442207145690915,37.05356900094842,35.83084529043341,46.83223517486063,36.35671867879815,0.15406036376953125,3560.6842041015625,36.35671867879815
56,56,56,56,2017-06-07,36.741956378342415,36.96948807227831,36.613966636021296,36.82490921020508,84278400,0.0,0.0,0.21806716918945312,0.21806716918945312,0.0,36.46606311798096,37.0979431437772,35.834183092184716,71.69505327006294,36.41914408298575,0.4811439514160156,3582.490921020508,36.419144082985746
57,57,57,57,2017-06-08,36.79646661801589,36.86519916727601,36.59500303532266,36.73484420776367,85003200,0.0,0.0,-0.09006500244140625,0.0,0.09006500244140625,36.49403038024902,37.12144245957975,35.8666183009183,62.38646923175799,36.46123743295614,0.2654571533203125,3573.484420776367,36.46123743295614
58,58,58,58,2017-06-09,36.78224296392525,36.78224296392525,34.60882267059002,35.31038284301758,259530800,0.0,0.0,-1.4244613647460938,0.0,1.4244613647460938,36.43513240814209,37.24930891532003,35.62095590096415,36.73599236489459,36.30779015429766,-1.0973854064941406,3431.038284301758,36.30779015429766
59,59,59,59,2017-06-12,34.542456246715545,34.62540905984197,33.776897656305835,34.466609954833984,289229200,0.0,0.0,-0.8437728881835938,0.0,0.8437728881835938,36.30856723785401,37.456421559933176,35.16071291577484,26.207647225990556,36.06229946103584,-1.9553718566894531,3346.6609954833984,36.06229946103584
60,60,60,60,2017-06-13,34.87902306571674,34.94775561711809,34.40262203803994,34.74392318725586,136661600,0.0,0.0,0.277313232421875,0.277313232421875,0.0,36.20060768127441,37.50212571183014,34.899089650718686,31.016465191887733,35.88651595786518,-1.462371826171868,3374.392318725586,35.88651595786518
61,61,61,61,2017-06-14,34.959607531362195,34.959607531362195,34.09213436803547,34.40499496459961,126124800,0.0,0.0,-0.33892822265625,0.0,0.33892822265625,36.07842750549317,37.56186611802153,34.59498889296481,29.509100893196305,35.68897982542977,-1.9008407592773438,3340.499496459961,35.68897982542977
62,62,62,62,2017-06-15,33.96888338372005,34.24381715978187,33.70579742668689,34.19878387451172,128661600,0.0,0.0,-0.20621109008789062,0.0,0.20621109008789062,36.00779685974121,37.69618762906948,34.31940609041295,26.403912219263205,35.49028703197403,-2.6450729370117188,3319.878387451172,35.49028703197403
63,63,63,63,2017-06-16,34.07790667507368,34.24855721488015,33.70342374697339,33.72001647949219,201444400,0.0,0.0,-0.47876739501953125,0.0,0.47876739501953125,35.88609008789062,37.84687593298487,33.92530424279637,24.297331450017296,35.25425095830978,-2.7635841369628906,3272.0016479492188,35.25425095830978
64,64,64,64,2017-06-19,34.04947294868345,34.7794773782744,34.04947294868345,34.684669494628906,130165600,0.0,0.0,0.9646530151367188,0.9646530151367188,0.0,35.80645351409912,37.82633419859764,33.786572829600594,35.94176754431459,35.178306763152335,-1.9221725463867188,3368.4669494628906,35.178306763152335
65,65,65,65,2017-06-20,34.8102887241931,34.8102887241931,34.35285286586194,34.369441986083984,99600400,0.0,0.0,-0.3152275085449219,0.0,0.3152275085449219,35.70003452301025,37.78689800223868,33.613171043781826,35.371941298200795,35.07045812620989,-2.4554672241210938,3336.9441986083984,35.07045812620989
66,66,66,66,2017-06-21,34.49031606945164,34.62067463554109,34.27463222524459,34.57326889038086,85063200,0.0,0.0,0.203826904296875,0.203826904296875,0.0,35.60605888366699,37.71826635852814,33.49385140880584,36.42787303014076,35.00416622809936,-2.1615753173828125,3357.326889038086,35.00416622809936
67,67,67,67,2017-06-22,34.54956597292118,34.76998747504436,34.395504550578444,34.51638412475586,76425200,0.0,0.0,-0.056884765625,0.0,0.056884765625,35.51468982696533,37.649568262449655,33.379811391481006,30.28125725152205,34.939128614320225,-0.7939987182617188,3351.638412475586,34.939128614320225
68,68,68,68,2017-06-23,34.39788333009028,34.87902202519928,34.39314203189512,34.670448303222656,141757600,0.0,0.0,0.15406417846679688,0.15406417846679688,0.0,35.4247428894043,37.542480877715164,33.307004901093435,34.082544504925195,34.903304572840554,0.20383834838867188,3367.0448303222656,34.903304572840554
69,69,69,69,2017-06-26,34.88138751536966,35.14447348339096,34.45713358970315,34.56142044067383,102769600,0.0,0.0,-0.10902786254882812,0.0,0.10902786254882812,35.3324254989624,37.43139297007257,33.23345802785223,31.998555036523598,34.857720021884994,-0.18250274658203125,3356.142044067383,34.857720021884994
70,70,70,70,2017-06-27,34.36943323212332,34.642001774815306,34.039983587099286,34.06605529785156,99047600,0.0,0.0,-0.4953651428222656,0.0,0.4953651428222656,35.21462917327881,37.32028277245056,33.108975574107056,26.849692350142732,34.7521647253472,-0.3389396667480469,3306.6055297851562,34.7521647253472
71,71,71,71,2017-06-28,34.246187353135625,34.63014924797404,33.930957993631814,34.56378555297852,88329600,0.0,0.0,0.49773025512696023,0.49773025512696023,0.0,35.13250370025635,37.20453578124253,33.060471619270174,32.94864189541434,34.72704750236471,0.365001678466804,3356.3785552978525,34.72704750236471
72,72,72,72,2017-06-29,34.2983310190286,34.39787656223596,33.72238455608941,34.054203033447266,125997600,0.0,0.0,-0.5095825195312571,0.0,0.5095825195312571,35.01992206573486,37.06901937813097,32.97082475333875,38.478279124447205,34.637334906509054,0.3341865539550781,3305.4203033447266,34.637334906509054
73,73,73,73,2017-06-30,34.236706716541306,34.35758629519946,34.07790760753877,34.13479232788086,92096400,0.0,0.0,0.08058929443359375,0.08058929443359375,0.0,34.88446884155273,36.784569088521756,32.98436859458371,46.4611188501647,34.57032922935863,-0.5498771667480469,3313.479232788086,34.57032922935863
74,74,74,74,2017-07-03,34.33862793220707,34.438173489699885,33.91674282907294,34.01154708862305,57111200,0.0,0.0,-0.1232452392578125,0.0,0.1232452392578125,34.76086616516113,36.545698046538256,32.97603428378401,41.92369433310788,34.49582494392722,-0.3578948974609375,3301.1547088623047,34.49582494392722
75,75,75,75,2017-07-05,34.05656678049807,34.31728019844546,33.82666274550085,34.151371002197266,86278400,0.0,0.0,0.13982391357421875,0.13982391357421875,0.0,34.638092613220216,36.22264155229248,33.05354367414795,47.074694164171945,34.44989775169656,-0.42189788818359375,3315.1371002197266,34.44989775169656
76,76,76,76,2017-07-06,33.897776680311665,34.011542499732464,33.75319785324661,33.82904052734375,96515200,0.0,0.0,-0.3223304748535156,0.0,0.3223304748535156,34.488299179077146,35.74746672632791,33.229131631826384,45.84662428417411,34.36711678844952,-0.6873435974121094,3282.904052734375,34.36711678844952
77,77,77,77,2017-07-07,33.869340051086226,34.30781792717309,33.869340051086226,34.1727180480957,76806800,0.0,0.0,0.3436775207519531,0.3436775207519531,0.0,34.36019287109375,35.08049322659405,33.63989251559345,55.244422721515676,34.34119695640235,-0.4977302551269531,3317.2718048095703,34.34119695640235
78,78,78,78,2017-07-10,34.156127595998214,34.59223299761493,33.98073572909654,34.381290435791016,84362400,0.0,0.0,0.2085723876953125,0.2085723876953125,0.0,34.31373825073242,34.88614281494746,33.74133368651738,45.73899588413868,34.34654275365417,-0.1801300048828125,3338.1290435791016,34.34654275365417
79,79,79,79,2017-07-11,34.30307128789807,34.568529706363286,34.22011847057492,34.49268341064453,79127200,0.0,0.0,0.11139297485351562,0.11139297485351562,0.0,34.31504192352295,34.88896646334158,33.741117383704314,51.83607358616025,34.36602817458622,0.42662811279296875,3349.268341064453,34.36602817458622
80,80,80,80,2017-07-12,34.573263155251816,34.64673698489126,34.32440111719562,34.54245376586914,99538000,0.0,0.0,0.049770355224609375,0.049770355224609375,0.0,34.304968452453615,34.854736528435666,33.755200376471564,49.518822968787234,34.38955158675728,-0.021331787109382105,3354.245376586914,34.38955158675728
81,81,81,81,2017-07-13,34.48557809816037,35.19425210467884,34.47135781986082,35.02360153198242,100797600,0.0,0.0,0.48114776611328125,0.48114776611328125,0.0,34.33589878082275,34.96896335490954,33.702834206735965,56.99355577108784,34.47409157945397,0.9693984985351562,3402.360153198242,34.47409157945397
82,82,82,82,2017-07-14,35.0709968672558,35.39333637358563,34.91930790054472,35.32460021972656,80528400,0.0,0.0,0.3009986877441406,0.3009986877441406,0.0,34.3921895980835,35.15494938890129,33.62942980726571,58.668272108183274,34.587492731490315,1.1898078918457031,3432.4600219726562,34.587492731490315
83,83,83,83,2017-07-17,35.27245725426736,35.765443639490776,35.21320370044676,35.447845458984375,95174000,0.0,0.0,0.1232452392578125,0.1232452392578125,0.0,34.47858104705811,35.306585270964206,33.65057682315201,61.702067656867015,34.702206428489525,1.4362983703613281,3444.7845458984375,34.702206428489525
84,84,84,84,2017-07-18,35.362536011705394,35.58296121110284,35.23691871075098,35.57110977172852,71475200,0.0,0.0,0.12326431274414773,0.12326431274414773,0.0,34.52290306091309,35.47705028626072,33.568755835565455,72.0335433515875,34.818060207588054,1.419738769531257,3457.1109771728525,34.818060207588054
85,85,85,85,2017-07-19,35.66590219054958,35.88869615709631,35.54028493137755,35.79389190673828,83692000,0.0,0.0,0.22278213500975852,0.22278213500975852,0.0,34.5941255569458,35.694917105388654,33.49333400850294,69.58504354121429,34.94817110080808,1.9648513793945312,3479.389190673828,34.94817110080808
86,86,86,86,2017-07-20,35.90765834115015,35.96454306226259,35.59717025691434,35.632720947265625,68974800,0.0,0.0,-0.16117095947265625,0.0,0.16117095947265625,34.64709815979004,35.83806610048533,33.45613021909475,78.26847326648532,35.03944441366909,1.4600028991699219,3463.2720947265625,35.03944441366909
87,87,87,87,2017-07-21,35.54976713103469,35.656422815639054,35.28668118018376,35.61613082885742,105010400,0.0,0.0,-0.016590118408203125,0.0,0.016590118408203125,34.70208549499512,35.96406172129768,33.44010926869255,77.15051207329556,35.116335935694195,1.2348403930664062,3461.613082885742,35.116335935694195
88,88,88,88,2017-07-24,35.68960657632852,36.13045323065156,35.528435004018235,36.0474967956543,85972800,0.0,0.0,0.431365966796875,0.431365966796875,0.0,34.7709379196167,36.1634898772005,33.3783859620329,83.52866677388228,35.24049071702221,1.5548133850097656,3504.7496795654297,35.24049071702221
89,89,89,89,2017-07-25,35.97877077244824,36.46227834388143,35.97877077244824,36.20156478881836,75415600,0.0,0.0,0.1540679931640625,0.1540679931640625,0.0,34.85294513702392,36.37509819400308,33.330792080044766,83.60558152564035,35.36863392659503,1.6591110229492188,3520.156478881836,35.36863392659503
90,90,90,90,2017-07-26,36.3461359299805,36.48360100956387,36.27739977363844,36.37220764160156,63124000,0.0,0.0,0.17064285278320312,0.17064285278320312,0.0,34.96825275421143,36.58215326294606,33.3543522454768,93.86753593358898,35.50244375526257,1.3486061096191406,3537.2207641601562,35.50244375526257
91,91,91,91,2017-07-27,36.440947853219285,36.49783258597296,34.91220637390665,35.684871673583984,129905200,0.0,0.0,-0.6873359680175781,0.0,0.6873359680175781,35.024307060241696,36.656092866258945,33.39252125422445,73.31880719373336,35.52676747770543,0.3602714538574219,3468.4871673583984,35.52676747770543
92,92,92,92,2017-07-28,35.526059664483725,35.60664362762198,35.36015044139031,35.433624267578125,68854800,0.0,0.0,-0.2512474060058594,0.0,0.2512474060058594,35.093278121948245,36.670326833672334,33.516229410224156,66.01714685844146,35.51434838302178,-0.01422119140625,3443.3624267578125,35.51434838302178
93,93,93,93,2017-07-31,35.528427705475444,35.63034569372241,35.10891516863603,35.251121520996094,79383600,0.0,0.0,-0.18250274658203125,0.0,0.18250274658203125,35.149094581604004,36.66361473689152,33.63457442631649,61.29928732993101,35.479251468085025,-0.319988250732429,3425.1121520996094,35.479251468085025
94,94,94,94,2017-08-01,35.33882871591131,35.60428353810271,35.17528829275742,35.56399154663086,141474400,0.0,0.0,0.3128700256347656,0.3128700256347656,0.0,35.22671680450439,36.65590375702694,33.79752985198184,64.11263122391333,35.49055014522447,-0.22990036010742188,3456.399154663086,35.49055014522447
95,95,95,95,2017-08-02,37.75162558155774,37.86302255696484,37.01214235464262,37.244415283203125,279747200,0.0,0.0,1.6804237365722656,1.6804237365722656,0.0,35.381369018554686,36.973596465989665,33.78914157111971,73.04461965114005,35.72439883028829,1.6116943359375,3624.4415283203125,35.72439883028829
96,96,96,96,2017-08-03,37.22309458609351,37.26101774007687,36.74195587165159,36.872314453125,108389200,0.0,0.0,-0.372100830078125,0.0,0.372100830078125,35.53353271484375,37.083948495662625,33.98311693402488,65.82656021070665,35.87745424666652,1.2561836242675781,3587.2314453125,35.87745424666652
97,97,97,97,2017-08-04,36.99080772764561,37.30603342935796,36.900741174842274,37.066650390625,82239600,0.0,0.0,0.1943359375,0.1943359375,0.0,35.678229331970215,37.23384567888894,34.12261298505149,66.3162921460638,36.03601373252765,1.0191535949707031,3606.6650390625,36.03601373252765
